acronym,x,y,gc1,gc2,gc3,gc4,bio1,bio2,bio3,bio4,bio8,bio12,bio15,bio18
nav,3080579.8086594683,2044920.6342392212,0.0155,0.0147,0.9561,0.0137,13.420833333333299,12.0583333333333,0.39023732470334405,6.707880654781199,6.63333333333333,724.7,51.678283533737705,61.1
naa,3071413.9247050355,2017075.1458412765,0.4663,0.3057,0.1357,0.0922,12.6833333333333,12.8333333333333,0.384231536926148,7.239360008545869,5.36666666666667,807.9000000000001,50.34889719482089,73.2
nai,3017203.4578064037,2231418.5874971533,0.7976,0.0889,0.0619,0.0515,12.0833333333333,12.350000000000001,0.41722972972973,6.14326435779032,8.65,442.40000000000003,35.652158572327096,64.6
nog,3336456.0389402965,2003807.2177393897,0.1917,0.7321,0.0263,0.0499,9.74583333333333,13.008333333333299,0.396595528455285,6.9172202224636905,11.5,515,31.1263932895488,105.7
oja,3252407.942476708,2230138.08554078,0.5662,0.2507,0.044,0.1391,10.975,10.6833333333333,0.404671717171717,5.60857703554443,12.3,694.7,29.621171744771303,115.3
ola,3294457.372119485,2302308.051915418,0.4667,0.2139,0.0317,0.2878,11.25,9.85,0.419148936170213,5.0700995148921,6.21666666666667,1462.8,36.1037935949864,200.7
orb,3406102.0028731166,2275772.2380800433,0.5865,0.2623,0.038,0.1132,10.1875,10.608333333333299,0.40958815958816003,5.50970734250014,4.71666666666667,1499.7,28.621833992601303,234.1
ord,3261427.41793658,2299019.317291161,0.1593,0.369,0.3475,0.1243,11.883333333333299,10.9333333333333,0.430446194225722,5.13770966541129,6.5,1195.2,26.219256636249,193.4
oso,3143745.035624594,2261390.193446345,0.6039,0.0403,0.1803,0.1756,11.15,13.100000000000001,0.430921052631579,6.1861281766693,7.6666666666666705,520,28.9989004069186,79.1
ovi,3042658.002551974,2388234.1224442767,0.6089,0.3104,0.0249,0.0559,11.5666666666667,9.33333333333333,0.455284552845528,4.15185245256606,7.800000000000001,1030.3,25.9373926663499,168
pds,2985013.369587222,2343307.7556439773,0.7702,0.0893,0.0271,0.1134,10.245833333333302,10.774999999999999,0.43623481781376494,5.01449980888756,5.36666666666667,1417.4,40.7030171797176,182.39999999999998
pal,3603216.254544459,2178957.7226420697,0.0553,0.8941,0.0255,0.0251,7.17083333333333,12.925,0.40390625,6.72429307988895,9.25,761.8000000000001,26.4060847374125,226.9
par,3136476.958119277,2043984.5029709067,0.3442,0.3215,0.0289,0.3054,13.5375,12.175,0.391479099678457,6.74274441698091,9.61666666666667,597,43.5134443811248,62.199999999999996
pas,2919244.1686069034,2092200.1028612044,0.6272,0.0357,0.2065,0.1306,13.0291666666667,12.8916666666667,0.41856060606060597,6.24777990872588,6.65,634.4,45.055942466032405,66.7
pee,3172757.1803550916,2067798.3153139737,0.3787,0.5501,0.0381,0.0332,12.533333333333301,12.5,0.396825396825397,6.72117864843975,5.733333333333331,557.5,45.3386394653552,65.6
pdc,3010289.3813819448,2204607.156825138,0.5937,0.1535,0.1196,0.1332,12.2458333333333,12.325,0.412207357859532,6.23838769720238,5.86666666666667,471.59999999999997,37.598513177150195,61.6
per,3335182.4522511554,1684908.3601441772,0.0955,0.0217,0.8655,0.0173,16.8875,10.508333333333299,0.405727155727156,5.52453720809593,14.15,411.4,39.584331596199704,52.599999999999994
pes,3025828.0682757273,2058876.5222577397,0.7875,0.0605,0.0265,0.1256,10.5125,12.825,0.397058823529412,6.77767474876155,3.7666666666666697,696.5999999999999,33.8044160161212,97
pil,3113270.807856408,2042716.283137155,0.474,0.2765,0.1031,0.1464,12.491666666666701,12.15,0.3796875,6.93970242135567,5.41666666666667,691.1,40.9486617226277,80.9
pdl,3056164.1854651845,2344056.046945691,0.6586,0.071,0.0877,0.1828,7.65,11.5666666666667,0.43320848938826495,5.3330444997546795,2.48333333333333,1386.3999999999999,37.60012459309,180.9
pie,3024933.3098471467,2061293.2950064181,0.7713,0.0827,0.0795,0.0665,11.537500000000001,12.608333333333299,0.40153927813163504,6.631060692611021,4.93333333333333,637.7,36.1936669152148,81.6
pin,3708171.494574207,2091494.913457073,0.1109,0.436,0.0144,0.4387,14.491666666666701,9.399999999999999,0.383673469387755,5.63224617445802,15.5666666666667,676.2,30.5475696658776,146.7
pib,3223441.7765968675,2277787.749796323,0.2884,0.4281,0.1717,0.1118,11.595833333333301,10.525,0.41600790513834,5.4628272039856896,5.949999999999999,600.7,29.074842219381402,93.2
piq,3283371.6055402304,2196904.090674255,0.5559,0.2112,0.0243,0.2085,8.87916666666667,11.941666666666698,0.404802259887006,6.26282169681212,10.383333333333301,673.5,26.3789178099079,110.9
pob,3568877.395130178,2072771.8824441242,0.1079,0.8143,0.0343,0.0435,12.879166666666698,11.225000000000001,0.384417808219178,6.39074111271118,13.700000000000001,663.9,32.2948530198625,131
pol,3102236.700714511,1972913.7414185805,0.0208,0.0135,0.9308,0.0349,15.066666666666698,12.8333333333333,0.397316821465428,6.950713937605561,10.9166666666667,462,38.2828853118892,56
pos,3247321.0181475617,2219961.9571110657,0.5691,0.28,0.0462,0.1047,10.4875,11.0916666666667,0.40480535279805396,5.80889306463492,8.78333333333333,997.4,32.788730223522,146.5
poa,2991041.8328938633,1775749.5716639387,0.0369,0.0484,0.0689,0.8458,17.1541666666667,13.375,0.419278996865204,6.55419568372856,10.5333333333333,613,68.8572480754881,27.200000000000003
prd,3174300.7432676204,2107871.865897283,0.7538,0.1187,0.0525,0.0749,10.4916666666667,12.383333333333299,0.394373673036093,6.601061668513269,3.91666666666667,698.1,36.5872642094823,95
pra,3184630.964370832,2096578.0562064548,0.4403,0.2475,0.1109,0.2014,11.0333333333333,12.350000000000001,0.399676375404531,6.53119553768796,7.3333333333333295,678.9,37.8527405081195,87.89999999999999
pad,3565854.452685563,2071250.6684404523,0.1695,0.75,0.0469,0.0337,11.266666666666701,11.6,0.377850162866449,6.80198277687982,13.133333333333299,627.3,30.631492348715497,120.5
pro,3028886.3043066226,2379524.317687329,0.5437,0.1609,0.103,0.1924,12.0583333333333,10.8333333333333,0.457102672292546,4.8207804598865795,9.65,1125.6,25.2673998310551,189.20000000000002
pru,3638753.6323607042,2179030.305270263,0.1153,0.8067,0.0245,0.0536,9.200000000000001,11.383333333333301,0.403664302600473,6.10137838376036,10.85,858.4000000000001,21.4178172983193,234.20000000000002
pub,2951881.1893642,2257802.5078227967,0.0598,0.1695,0.7368,0.0339,9.72916666666667,12.875,0.448606271777004,5.607724312918469,3.96666666666667,1013.1,52.1736356245396,79.6
pva,3201759.6906185746,2079641.9134719118,0.3495,0.4985,0.0553,0.0968,12.2875,12.1583333333333,0.39475108225108196,6.6449271492005,5.63333333333333,610.4,40.8850410013961,72.5
pue,3255272.706287059,2275430.1718558767,0.4334,0.3798,0.0295,0.1573,12.308333333333298,11,0.4296875,5.36558195324325,6.81666666666667,638.4000000000001,26.9608027452156,104.2
qui,2942591.9022414265,2332261.2723180186,0.6392,0.0254,0.1562,0.1791,11.4791666666667,10.641666666666701,0.436133879781421,5.081940320806851,8.93333333333333,1358.7,46.7013954525952,160.2
rab,3747804.29301009,2167688.7944799596,0.4078,0.4006,0.0195,0.1722,14.5208333333333,9.025,0.389008620689655,5.17689176372593,15.433333333333298,802.8,24.404530675247397,161.29999999999998
ras,3153908.5140331835,2081178.4908175995,0.3315,0.4499,0.0213,0.1972,9.50416666666667,12.2916666666667,0.407008830022075,6.27449593532614,3.18333333333333,814.5,39.4396375232971,102.89999999999999
reg,2825541.37338099,1971788.6237199781,0.0758,0.0952,0.2045,0.6245,15.049999999999999,12.05,0.396381578947368,6.49912581534135,8.55,738.4000000000001,59.247132050503495,46.6
rei,2796810.754448885,1916826.2941013172,0.0499,0.1252,0.0564,0.7685,15.258333333333301,12.433333333333302,0.40499457111835,6.42925958317743,8.85,615.9000000000001,58.98738513616409,33.6
rel,3212692.478962196,1816703.683430383,0.2308,0.0238,0.4483,0.2972,13.320833333333299,12.608333333333299,0.38914609053497906,7.0120823756159805,5.4666666666666694,578.5,46.7657005757243,52
ren,3161988.1598048517,2294838.7808237122,0.5807,0.0984,0.0652,0.2556,10.125,11.8333333333333,0.433455433455433,5.62043754362756,4.46666666666667,667.4,31.0634705261843,96.4
rev,3133827.595258347,2084655.9401220363,0.9168,0.0359,0.0178,0.0295,10.6541666666667,11.924999999999999,0.387175324675325,6.62589473660773,4.06666666666667,711.2,36.9368934349085,95.8
ria,3674950.638348616,2170293.422599789,0.0303,0.8465,0.0923,0.0308,9.741666666666669,11.1666666666667,0.431145431145431,5.43757270937106,14.5333333333333,1010.3,32.896601823941396,304.9
rib,3100737.5155072915,2350657.1590761105,0.6826,0.1036,0.1539,0.0599,11.125,10.9166666666667,0.45486111111111105,4.878873752302789,6.4,1387.8,32.8707150282305,197.39999999999998
rio,3061366.720980596,2347269.150011575,0.67490000000000006,0.1246,0.1363,0.0643,8.7375,11.1083333333333,0.43733595800524905,5.10401468543057,3.98333333333333,1206.7,33.7594687341523,163.5
rdc,3111301.5400687368,2042800.2919540675,0.0166,0.0235,0.9432,0.0167,13.425,11.983333333333299,0.386559139784946,6.78800747307672,9.43333333333333,637.2,45.2908595115876,64.1
rds,3737410.981519715,2110930.4727384313,0.2087,0.415,0.0139,0.3624,14.025,9.783333333333331,0.389774236387782,5.55024569480733,15.066666666666698,810.4000000000001,27.7075961117426,165.10000000000002
sag,3082033.520666835,2265041.8816657267,0.7003,0.0405,0.2247,0.0345,11.125,11.983333333333299,0.426453143534994,5.767562112996511,7.95,481.9,30.7497625520479,70.9
sam,2939467.2821831745,2331850.555585915,0.7085,0.0335,0.1209,0.1371,10.970833333333301,10.2416666666667,0.421467764060357,5.1839112266763,8.43333333333333,1416.2,47.8402918544145,162.8
sca,2970766.544511807,1789922.9196556215,0.024,0.014,0.5551,0.4069,15.9083333333333,13.0833333333333,0.412723449001052,6.558645693535619,9.36666666666667,667.6999999999999,68.4081013613982,35.2
leo,3233078.7730011684,2171850.5540172425,0.7182,0.1512,0.0495,0.0811,9.82083333333333,12.8583333333333,0.42158469945355204,6.293230790927559,3.6166666666666702,657.6,31.7519877855803,104.80000000000001
slc,3120783.916057339,1818076.1005140478,0.0095,0.0282,0.9389,0.0234,13.487499999999999,13.3083333333333,0.39257620452310704,7.21822582709277,6.28333333333333,566.5999999999999,44.6828883600155,58.2
ees,3125565.5996980667,2055481.2041506148,0.5542,0.2446,0.1375,0.0637,11.725000000000001,11.850000000000001,0.38599348534202,6.7087290491229,7.91666666666667,879.3000000000001,46.9784512255682,82.5
sac,2948203.686832438,2266593.3341469937,0.8077,0.0602,0.0861,0.0461,9.58333333333333,11.200000000000001,0.41947565543071197,5.51688867080537,4.33333333333333,1256.7,55.9255572536533,110.1
sas,3349768.1953701526,2323051.0837022597,0.3264,0.0767,0.062,0.5349,13.9291666666667,7.64166666666667,0.40647163120567403,4.20932181610235,12.2666666666667,1686.6999999999998,20.888066127361903,344.6
scm,3139155.969588869,1838293.4061484244,0.0587,0.0736,0.2215,0.6461,14.3458333333333,13.3083333333333,0.39373767258382597,7.26290257320576,10.1666666666667,440.7,44.0348247165095,44.5
san,3138658.759189983,1799215.9055085373,0.2957,0.0376,0.3038,0.3629,15.262500000000001,12.8916666666667,0.39789094650205803,6.9008604535956195,8.383333333333331,543.6999999999999,53.514567656572794,35.3
fei,2769872.0933467997,2171922.278711989,0.7155,0.0656,0.0302,0.1887,15.5333333333333,11.75,0.43198529411764697,5.58277925789872,9.81666666666667,1107.7,55.876179473759805,92.4
smt,3009296.8242332423,2119678.363535721,0.5338,0.083,0.0855,0.2976,12.070833333333299,12.075,0.409322033898305,6.30593004939627,8.41666666666667,444.3,33.596810492993995,60.5
sdv,3090323.842884981,2316548.896631305,0.6529,0.0717,0.2091,0.0664,10.0833333333333,11.683333333333298,0.414302600472813,5.83217304477863,4.06666666666667,1003.4000000000001,37.2524406304014,129.9
sal,3732137.7256907397,2119029.7826112816,0.2155,0.4656,0.0252,0.2937,13.7041666666667,10.8083333333333,0.407861635220126,5.70037711405344,14.6666666666667,867,27.01628941894,191.1
sfb,3702026.279366483,2106113.8014531787,0.1359,0.4394,0.0433,0.3814,14.1666666666667,11.316666666666698,0.41758917589175903,5.8064358232651605,19.2166666666667,785.4000000000001,30.1147902390592,204.7
stp,3183736.0710717635,2112717.4010525607,0.6556,0.2134,0.046,0.0851,10.6375,11.941666666666698,0.380307855626327,6.50929841911484,6.96666666666667,711.4,34.0098233281013,102.89999999999999
spm,3704383.0844651675,2085428.043492731,0.1358,0.4617,0.0321,0.3704,15.4791666666667,8.99166666666667,0.379390103499027,5.5015609194422,16.525000000000002,696.0500000000001,31.956635312505497,155.65
svi,2922236.710240869,2417369.571197173,0.6347,0.1563,0.0691,0.1399,11.8708333333333,8.75833333333333,0.465868794326241,3.8008646344873895,8.28333333333333,1129.6,42.232563488081894,138.3
sen,3562524.6151780924,2211185.9199647116,0.3934,0.2844,0.171,0.1511,7.4375,11.858333333333299,0.404721274175199,6.154419143997259,9.08333333333333,1182.3,17.351692120884,314
ses,3350010.805933223,2117380.9702583766,0.2033,0.4113,0.1959,0.1896,12.225,12.0833333333333,0.392316017316017,6.700186564566691,14.3333333333333,470.79999999999995,29.661457183613898,113.3
sln,3133917.4318167483,2027825.6490865306,0.0157,0.0435,0.9063,0.0345,13.5416666666667,12.649999999999999,0.396551724137931,6.9183167071626706,9.43333333333333,522.8,42.3123424123503,56.2
sne,3138538.129237287,1658385.2315326538,0.1135,0.0297,0.723,0.1339,7.5,12.8333333333333,0.406118143459916,6.59379873958721,1.38333333333333,831.8000000000001,49.955615462629495,80.19999999999999
som,3182903.6841050116,2106766.301701789,0.3503,0.3839,0.1265,0.1393,9.44583333333333,12.3416666666667,0.38447559709241996,6.64842627767632,5.6000000000000005,852,33.5033539365194,125
tam,3206435.165148763,2090060.4455973397,0.5515,0.3561,0.0561,0.0363,11.683333333333298,11.866666666666701,0.39293598233995597,6.5322393951195306,5.25,744.8000000000001,39.7250845456114,91
tar,3693005.445121539,2116424.933998648,0.157,0.7425,0.0603,0.0402,9.712499999999999,10.625,0.386363636363636,6.057494419012171,10.633333333333299,889.0999999999999,18.5021375244911,202.10000000000002
tau,3568477.4833938945,2205031.9470592416,0.0655,0.8906,0.0269,0.017,6.012499999999999,11.141666666666701,0.38287514318442195,6.270643181452041,7.51666666666667,1062.8,29.7368313036335,330.6
tej,3238729.270886826,1789375.1553020077,0.2033,0.1427,0.1443,0.5098,14.537500000000001,12.125,0.391129032258064,6.66470094125488,7.01666666666667,691.5,48.680181724771295,66.8
tol,3542566.0133906603,2160313.3384538954,0.0818,0.8634,0.0215,0.0333,11.2958333333333,12.6583333333333,0.398060796645702,6.89342434805984,13.5833333333333,611.4,26.862289295347,148.7
ton,3357314.3147347425,2058862.375788755,0.2728,0.5338,0.1409,0.0525,11.0916666666667,14.4333333333333,0.434738955823293,6.705419562946941,12.7,467.2,29.0637459037684,100.39999999999999
tor,3252466.7280748812,2145923.8946147542,0.5756,0.0621,0.0133,0.3491,10.8458333333333,12.6416666666667,0.407795698924731,6.5136031898751305,12.566666666666698,559.3,27.389876233465298,101.30000000000001
tsm,2936376.5654189615,1940290.9107854166,0.0781,0.0545,0.1318,0.7356,15.245833333333302,12.0916666666667,0.383862433862434,6.9026167084839996,8.28333333333333,646,56.1899167141605,44.900000000000006
tec,3289582.936414807,2212452.8810081724,0.4895,0.3185,0.083,0.1091,9.80416666666667,11.7083333333333,0.40097031963470303,6.18000655829798,11.366666666666701,665.6,26.022450732013702,117.30000000000001
toe,3144966.145258632,2052306.4014050416,0.0131,0.0106,0.9602,0.0161,12.5916666666667,12.1666666666667,0.388711395101172,6.797587584555051,8.65,612.7,42.4458165778057,66.9
tdc,3329187.0392986033,2122024.846724135,0.3954,0.2285,0.0399,0.3362,11.808333333333302,12.3166666666667,0.39989177489177496,6.623540433845621,13.716666666666699,486.2,23.8957394398822,103.5
trs,3071966.7945354944,2380209.5750999423,0.6221,0.1412,0.1568,0.0799,12.6708333333333,10.125,0.46232876712328796,4.3034583520558005,10.8333333333333,1263.1,28.392581907485898,210.3
tre,3136621.850756468,1649947.587578546,0.4755,0.192,0.0679,0.2646,10.9791666666667,12.3416666666667,0.41694819819819806,6.1868797515877105,5.133333333333329,592.9,70.1336450027044,26.6
tri,2903547.4131543394,1737746.1667037345,0.0394,0.0264,0.043,0.8912,18.3958333333333,12.9916666666667,0.43890765765765805,5.932593267601271,12.3166666666667,579.6,67.7939013789931,25.2
una,3301182.065907061,1984363.2693155475,0.1488,0.5707,0.2066,0.0739,11.1583333333333,14.2,0.43962848297213597,6.40457341327747,7.633333333333329,836,41.387745041902406,94.7
urd,3252238.176360616,2222211.234110981,0.2932,0.446,0.0299,0.2309,9.4875,10.975,0.404981549815498,5.7246724797144495,10.75,975.6,27.8813932312922,154
usa,3202925.3747657062,2055011.2948282491,0.2875,0.5687,0.0385,0.1053,12.8708333333333,12.608333333333299,0.39648846960167694,6.817306130634579,5.91666666666667,473.8,36.2592661851571,62.699999999999996
vad,3213715.7281683558,2295080.2922590766,0.4313,0.2168,0.0527,0.2992,11.045833333333299,11.2083333333333,0.43275418275418304,5.43747344124479,5.6000000000000005,748.9,26.7604638851593,115.7
vae,3049125.359105207,2241966.9609687338,0.7663,0.0481,0.1422,0.0433,11.7166666666667,12.566666666666698,0.420289855072464,6.200085532156841,8.2,454.4,29.9810062565653,75.3
vas,3201659.5342845726,2082021.831239448,0.5097,0.3655,0.0559,0.0689,12.7666666666667,12,0.4,6.45995825110818,6.3333333333333295,754.2,41.2811477364352,95.1
vaz,3251611.1465006913,2220903.2148930915,0.0948,0.6192,0.2546,0.0313,6.39166666666667,11.0833333333333,0.387529137529137,6.13387884596441,7.68333333333333,874.3000000000001,32.8043209104832,128.2
vai,2838198.830063481,2178835.83544607,0.4222,0.0442,0.2593,0.2743,14.1666666666667,11.866666666666701,0.425328554360812,5.75595870433941,8.33333333333333,912,58.748162206851504,70.8
vac,3046822.704050412,2264623.2804592308,0.8584,0.0786,0.0309,0.0321,11.274999999999999,12.1166666666667,0.423659673659674,5.89801584510341,7.98333333333333,440.79999999999995,33.9859452776867,71.8
val,3243711.5417484934,2227657.862997498,0.4897,0.3827,0.0556,0.0719,9.44583333333333,10.8916666666667,0.388988095238095,6.07032492515596,10.9,706.3,33.0298119792539,110.8
vag,3697053.4150870424,2089997.9819624985,0.2435,0.4765,0.0505,0.2295,14.4166666666667,7.383333333333329,0.331091180866966,5.428641774435991,15.700000000000001,741,25.641545833633003,159.2
vao,2866296.057497395,2222786.224377051,0.6495,0.1028,0.123,0.1246,12.9375,11.875,0.42715827338129503,5.66123681475411,7.16666666666667,961.5999999999999,54.4040806813117,74.9
vav,2755898.681796425,1902484.4898165904,0.1087,0.0399,0.1795,0.672,16.9625,12.2916666666667,0.418083900226757,6.115484259424821,10.85,645.9000000000001,63.574494050841004,35.9
vel,3128203.4727422222,1661411.366767668,0.1642,0.1225,0.6491,0.0641,5.59166666666667,13.233333333333299,0.39268051434223505,7.02242619733164,-0.983333333333333,715.4000000000001,51.6426275944183,50.5
ver,2883510.126499798,2261210.764451995,0.7418,0.0653,0.0673,0.1255,12.8333333333333,11.399999999999999,0.44015444015444,5.28610241935197,10.033333333333301,1019.7,50.512394210274294,99
vid,2763488.1202777214,1865528.385575656,0.0405,0.0825,0.0275,0.8496,16.995833333333298,12.225,0.417235494880546,6.04759374888188,10.9833333333333,598.8000000000001,63.84868475900299,30.7
vie,3562984.103707684,2215547.207591554,0.0623,0.8973,0.0255,0.0149,6.49583333333333,11.675,0.402586206896552,6.15228923887587,8.100000000000001,1103.6,14.9772081137899,273.09999999999997
vig,3289692.283403295,2219710.173000488,0.5173,0.2596,0.0367,0.1863,11.7416666666667,11.283333333333301,0.39870435806831594,6.08619276923122,13.35,475.09999999999997,34.5708462921032,85.19999999999999
vir,3688051.443849546,2114472.7081840253,0.1728,0.4531,0.0175,0.3566,10.345833333333301,10.5416666666667,0.383333333333333,6.056268665731,11.216666666666699,938.7,18.7537858125216,218.5
vdm,3575605.7261188976,2148044.6451936876,0.0124,0.9532,0.0204,0.014,9.225,12.95,0.385416666666667,7.2854930575019505,11.65,740.3,30.364611740895402,197.5
vil,3194344.759312244,2294746.5563151613,0.7096,0.1681,0.0323,0.09,11.529166666666699,11.475,0.443050193050193,5.2649984172204,6.21666666666667,875.1,31.1727926026866,127.5
vif,3034637.0375914793,2217730.1352302735,0.7634,0.0377,0.1146,0.0843,12.120833333333302,13.191666666666698,0.413531870428422,6.62438533455037,8.26666666666667,422.1,35.7144643494306,63.9
vpe,3122686.159174015,2309212.926913852,0.721,0.0816,0.1187,0.0787,8.37083333333333,12.0916666666667,0.433393070489845,5.62132539908732,2.9666666666666703,991,39.4934768374848,118.69999999999999
vdt,3019498.8713898202,2110640.838971641,0.77,0.0872,0.1079,0.0349,12.125,12.8166666666667,0.420218579234973,6.31227159802814,8.65,377.70000000000005,35.0228031051484,52.300000000000004
vih,3018973.662592545,1799695.6463258949,0.0198,0.0171,0.0942,0.8689,16.1666666666667,12.9166666666667,0.402388369678089,6.803920438492311,9.549999999999999,463.7,53.492699210942796,45.4
via,3242201.8906481774,2291162.112211785,0.5581,0.2664,0.0352,0.1403,10.1583333333333,11.316666666666698,0.431933842239186,5.39279120397749,4.75,866.3,28.698083896193502,132.3
ves,3016905.224299784,2152795.5417814744,0.668,0.0857,0.1843,0.0619,12.066666666666702,12.433333333333302,0.411699779249448,6.30844791937883,5.63333333333333,439.09999999999997,35.3354354522909,61.6
vpa,3138886.3356565665,2042347.1723955313,0.4168,0.3618,0.1819,0.0395,13.6708333333333,12.258333333333301,0.394158628081458,6.762982744770279,9.71666666666667,580.7,42.3146066945916,63.099999999999994
vdv,3409236.520481222,1948886.0212909519,0.1303,0.6895,0.0785,0.1018,12.8083333333333,11.7333333333333,0.401826484018265,6.28272643962408,13.6166666666667,551.7,28.6378973612185,130.29999999999998
vis,2951863.2573862644,2006787.4786572966,0.0227,0.0385,0.9085,0.0304,17.2041666666667,12.508333333333299,0.387254901960784,7.06136924442141,9.983333333333329,697.8,58.8089051183743,50.9
vim,2957817.2812487427,2236031.461746077,0.0421,0.0478,0.8969,0.0131,11.983333333333299,12.0333333333333,0.429761904761905,5.704158504321581,6.23333333333333,887.0999999999999,49.3520131081576,84.5
vdc,3001873.0545623666,1793495.3614214994,0.0713,0.0263,0.8856,0.0168,15.504166666666702,13.375,0.414086687306502,6.65956108072287,8.9,756.4,63.84876386468329,37.2
vin,3037624.5835350975,2323212.5119023407,0.6795,0.0157,0.0379,0.2669,8.71666666666667,13.25,0.446127946127946,5.7203914890397805,2.9666666666666703,758.4000000000001,39.6269500034456,92.30000000000001
voz,3335326.8394598463,2160164.4472393473,0.5094,0.2645,0.0342,0.1919,11.0166666666667,11.983333333333299,0.39418859649122795,6.54676649309806,12.95,505.90000000000003,26.4716399286583,110.60000000000001
yan,3301249.7470759084,2194696.5554777957,0.2659,0.5549,0.0891,0.09,10.6541666666667,11.7416666666667,0.404885057471264,6.19609328284339,12.2333333333333,639.8,23.6076981076317,127.6
zaz,2940459.8467331696,1942587.767966054,0.0194,0.0206,0.0419,0.9181,16.0666666666667,11.633333333333301,0.37648327939590104,6.98707681539587,9,609.4,57.7853000268386,42.199999999999996
zar,3120872.658889786,2052259.2237406387,0.0153,0.0216,0.9378,0.0253,11.0166666666667,11.9333333333333,0.383708467309753,6.82359986748308,7.1499999999999995,749.8000000000001,45.4916172474368,76.2
